#Parameters = {D_center=12; L1=25; L2=2.5; L3=2; L4=18; L_diff=2.83; L_sub=48.06; W_50=1.36; W_sub=48.06; Z_mid=24.03; cm=0.3; ct=12; g_slot=0.8; h1=2; h2=1; h3=2; h4=2; h_sub=9.75; hole_puncher=0.87365; hole_puncher1=1.7; needle_radius=0.635; nutrient_solution=0.01; pipe_OD=50; pipe_Ri=8; pipe_Ro=10; r_SRR=21.2; r_SRR_in=18.8; sigma_fluid=0.5; spacing=0.4; t_PDMS_microstrip=0.35; t_SRR=2; t_gnd=2; t_metal=0.5; t_microstrip=2; t_wall=2; w_channel=2; w_diff=2.83}
#"Frequency / GHz"	"S1,1 (59) [Magnitude / dB]"
#----------------------------------------------
3.4800000000000	-1.0950244067928
3.4840000000000	-1.0696004247571
3.4880000000000	-1.0445036158965
3.4920000000000	-1.0198669627045
3.4960000000000	-0.99579801755245
3.5000000000000	-0.97238126136480
3.5040000000000	-0.94968064994694
3.5080000000000	-0.92774219874245
3.5120000000000	-0.90659649636037
3.5160000000000	-0.88626107155734
3.5200000000000	-0.86674256661918
3.5240000000000	-0.84803869226418
3.5280000000000	-0.83013995580512
3.5320000000000	-0.81303116614333
3.5360000000000	-0.79669272710004
3.5400000000000	-0.78110173546251
3.5440000000000	-0.76623290269138
3.5480000000000	-0.75205932013853
3.5520000000000	-0.73855308737797
3.5560000000000	-0.72568582225840
3.5600000000000	-0.71342906984246
3.5640000000000	-0.70175462572990
3.5680000000000	-0.69063478751694
3.5720000000000	-0.68004254643046
3.5760000000000	-0.66995172955348
3.5800000000000	-0.66033710157009
3.5840000000000	-0.65117443361506
3.5880000000000	-0.64244054562752
3.5920000000000	-0.63411332756994
3.5960000000000	-0.62617174397593
3.6000000000000	-0.61859582552219
3.6040000000000	-0.61136665066490
3.6080000000000	-0.60446631982893
3.6120000000000	-0.59787792417349
3.6160000000000	-0.59158551056967
3.6200000000000	-0.58557404410264
3.6240000000000	-0.57982936914380
3.6280000000000	-0.57433816981769
3.6320000000000	-0.56908793050737
3.6360000000000	-0.56406689689411
3.6400000000000	-0.55926403790623
3.6440000000000	-0.55466900885493
3.6480000000000	-0.55027211595553
3.6520000000000	-0.54606428236970
3.6560000000000	-0.54203701585396
3.6600000000000	-0.53818237805983
3.6640000000000	-0.53449295549981
3.6680000000000	-0.53096183216914
3.6720000000000	-0.52758256379487
3.6760000000000	-0.52434915366968
3.6800000000000	-0.52125603001764
3.6840000000000	-0.51829802483176
3.6880000000000	-0.51547035411825
3.6920000000000	-0.51276859947910
3.6960000000000	-0.51018869096290
3.7000000000000	-0.50772689111328
3.7040000000000	-0.50537978014439
3.7080000000000	-0.50314424217383
3.7120000000000	-0.50101745244458
3.7160000000000	-0.49899686546915
3.7200000000000	-0.49708020403100
3.7240000000000	-0.49526544898016
3.7280000000000	-0.49355082976183
3.7320000000000	-0.49193481561922
3.7360000000000	-0.49041610741299
3.7400000000000	-0.48899363000265
3.7440000000000	-0.48766652513605
3.7480000000000	-0.48643414479572
3.7520000000000	-0.48529604495195
3.7560000000000	-0.48425197967436
3.7600000000000	-0.48330189555522
3.7640000000000	-0.48244592639930
3.7680000000000	-0.48168438813623
3.7720000000000	-0.48101777391315
3.7760000000000	-0.48044674932658
